case,GPU_NO,Runtime
case29,2,2259.76
case29,2,2262.25
case29,2,2263.49
case29,2,2264.54
case29,2,2266.12
case29,2,2265.4
case29,2,2265.37
case29,2,2267.19
case29,2,2267
case29,2,2267.4
case29,2,2266.93
case29,2,2266.99
case29,2,2267.76
case29,2,2266.74
case29,2,2267.74
case29,2,2266.75
case29,2,2267.53
case29,2,2267.11
case29,2,2268.06
case29,2,2266.96
case29,2,2266.36
case29,2,2266.95
case29,2,2269.27
case29,2,2267.67
case29,2,2268.05
case29,2,2267.7
case29,2,2268.8
case29,2,2267.27
case29,2,2268.1
case29,2,2266.91
case29,2,2264.83
case29,2,2270.4
case29,2,2267.81
case29,2,2271.25
case29,2,2267.51
case29,2,2268.74
case29,2,2267.81
case29,2,2268.32
case29,2,2268.02
case29,2,2268.26
case29,2,2267.36
case29,2,2268.44
case29,2,2268.11
case29,2,2268.43
case29,2,2271.16
case29,2,2268.1
case29,2,2271.28
case29,2,2271.49
case29,2,2267.89
case29,2,2270.37
case29,2,2267.67
case29,2,2271.94
case29,2,2267.68
case29,2,2268.52
case29,2,2267.68
case29,2,2269.62
case29,2,2268.99
case29,2,2273.62
case29,2,2272.65
case29,2,2269.73
case29,2,2270.63
case29,2,2267.84
case29,2,2274.49
case29,2,2270.1
case29,2,2272.05
case29,2,2268.25
case29,2,2271.73
case29,2,2268.88
case29,2,2269.95
case29,2,2267.08
case29,2,2268.98
case29,2,2267.57
case29,2,2270.96
case29,2,2267.29
case29,2,2270.43
case29,2,2268.18
case29,2,2268.74
case29,2,2267.89
case29,2,2271.39
case29,2,2267.91
case29,2,2271.94
case29,2,2268.21
case29,2,2272.03
case29,2,2269.05
case29,2,2268.82
case29,2,2267.83
case29,2,2268.39
case29,2,2270.79
case29,2,2268.15
case29,2,2270.26
case29,2,2267.83
case29,2,2266.85
case29,2,2268.03
case29,2,2272.03
case29,2,2268.3
case29,2,2273.45
case29,2,2224.65
case29,2,2241.55
case29,2,2242.45
case29,2,2244.53
case29,2,2251.39
case29,2,2259.63
case29,2,2262.51
case29,2,2264.64
case29,2,2266.34
case29,2,2267.55
case29,2,2267.95
case29,2,2274.55
case29,2,2279.33
case29,2,2284.48
case29,2,2286.4
case29,2,2288.4
case29,2,2287.75
case29,2,2288.11
case29,2,2288.83
case29,2,2289.65
case29,2,2290.64
case29,2,2293.76
case29,2,2301.74
case29,2,2303.88
case29,2,2305.78
case29,2,2309.3
case29,2,2309.46
case29,2,2308.41
case29,2,2310.36
case29,2,2311.03
case29,2,2310.69
case29,2,2308.75
case29,2,2310.55
case29,2,2310.59
case29,2,2310.82
case29,2,2308.85
case29,2,2307.54
case29,2,2310.37
case29,2,2310.67
case29,2,2305.65
case29,2,2304.82
case29,2,2303.76
case29,2,2297.99
case29,2,2295.41
case29,2,2293.39
case29,2,2293.7
case29,2,2290.92
case29,2,2291.15
case29,2,2291.94
case29,2,2290.29
case29,2,2290.71
case29,2,2289.62
case29,2,2291.33
case29,2,2288.82
case29,2,2288.74
case29,2,2285.08
case29,2,2286.48
case29,2,2285.8
case29,2,2286.15
case29,2,2286.41
case29,2,2283.75
case29,2,2285.79
case29,2,2282.43
case29,2,2283.35
case29,2,2282.31
case29,2,2280.47
case29,2,2281.45
case29,2,2278.46
case29,2,2281.1
case29,2,2278
case29,2,2278.87
case29,2,2277.47
case29,2,2277.05
case29,2,2279.85
case29,2,2278.87
case29,2,2276.9
case29,2,2277.11
case29,2,2275.09
case29,2,2276.66
case29,2,2277.93
case29,2,2275.11
case29,2,2275.36
case29,2,2276.82
case29,2,2274.78
case29,2,2278.53
case29,2,2276.87
case29,2,2275.7
case29,2,2275.85
case29,2,2275.73
case29,2,2276.08
case29,2,2277.27
case29,2,2275.41
case29,2,2279.99
case29,2,2275.81
case29,2,2274.06
case29,2,2277.47
case29,2,2271.93
case29,2,2278.01
case29,2,2269.34
case29,2,2275.79
case17,3,2287.98
case17,3,2292.58
case17,3,2293.4
case17,3,2293.95
case17,3,2294.63
case17,3,2293.6
case17,3,2298.21
case17,3,2300.95
case17,3,2303.05
case17,3,2303.37
case17,3,2304.96
case17,3,2305.48
case17,3,2310.66
case17,3,2310.59
case17,3,2313.13
case17,3,2311.7
case17,3,2313.26
case17,3,2312.34
case17,3,2312.94
case17,3,2314.87
case17,3,2314.82
case17,3,2314.36
case17,3,2315.43
case17,3,2314.5
case17,3,2317.15
case17,3,2315.61
case17,3,2315.64
case17,3,2314.77
case17,3,2314.75
case17,3,2314.37
case17,3,2315.02
case17,3,2315.83
case17,3,2314.99
case17,3,2315.16
case17,3,2315.23
case17,3,2314.81
case17,3,2315.08
case17,3,2315.79
case17,3,2316
case17,3,2316.43
case17,3,2314.89
case17,3,2314.88
case17,3,2315.52
case17,3,2315.88
case17,3,2315.24
case17,3,2314.53
case17,3,2314.64
case17,3,2315.11
case17,3,2315.9
case17,3,2316.36
case17,3,2316.66
case17,3,2315.49
case17,3,2315.81
case17,3,2316.51
case17,3,2316.17
case17,3,2314.89
case17,3,2316.2
case17,3,2316.35
case17,3,2316.53
case17,3,2316.49
case17,3,2315.84
case17,3,2315.56
case17,3,2316.21
case17,3,2316.44
case17,3,2316.01
case17,3,2315.09
case17,3,2315.35
case17,3,2316.07
case17,3,2315.73
case17,3,2316.08
case17,3,2316.25
case17,3,2315.64
case17,3,2315.83
case17,3,2315.82
case17,3,2316.01
case17,3,2316.22
case17,3,2315.31
case17,3,2315.34
case17,3,2315.76
case17,3,2316.56
case17,3,2316.41
case17,3,2316.9
case17,3,2316.17
case17,3,2316.03
case17,3,2315.77
case17,3,2316.43
case17,3,2315.17
case17,3,2315.75
case17,3,2315.9
case17,3,2315.85
case17,3,2316.4
case17,3,2316.74
case17,3,2316.02
case17,3,2315.8
case17,3,2315.53
case17,3,2316.16
case17,3,2317.09
case17,3,2316.13
case17,3,2315.79
case17,3,2315.94
case17,3,2236.48
case17,3,2245.78
case17,3,2247.8
case17,3,2248.56
case17,3,2255.99
case17,3,2264.76
case17,3,2267.7
case17,3,2269.04
case17,3,2271.22
case17,3,2273.38
case17,3,2284.71
case17,3,2288.33
case17,3,2290.98
case17,3,2292.02
case17,3,2292.77
case17,3,2295.46
case17,3,2296.21
case17,3,2300.59
case17,3,2307.82
case17,3,2314.01
case17,3,2316.93
case17,3,2317.52
case17,3,2317.28
case17,3,2317.82
case17,3,2317.45
case17,3,2323.34
case17,3,2327.21
case17,3,2334.94
case17,3,2335.88
case17,3,2339.07
case17,3,2340.03
case17,3,2340.37
case17,3,2341.77
case17,3,2340.04
case17,3,2340.37
case17,3,2340.96
case17,3,2340.18
case17,3,2340.15
case17,3,2342.48
case17,3,2342.06
case17,3,2341.69
case17,3,2342.01
case17,3,2342.56
case17,3,2341.05
case17,3,2340.94
case17,3,2339.74
case17,3,2339.7
case17,3,2339.56
case17,3,2339.08
case17,3,2338.79
case17,3,2338.81
case17,3,2338.08
case17,3,2334.67
case17,3,2334.55
case17,3,2332.83
case17,3,2332.41
case17,3,2332.41
case17,3,2330.41
case17,3,2330.38
case17,3,2330.26
case17,3,2328.79
case17,3,2328.49
case17,3,2328.3
case17,3,2328.34
case17,3,2328.79
case17,3,2327.16
case17,3,2328.78
case17,3,2327.79
case17,3,2328.02
case17,3,2328.09
case17,3,2326.59
case17,3,2328.81
case17,3,2325.16
case17,3,2327.29
case17,3,2327.61
case17,3,2328.11
case17,3,2315.56
case17,3,2316.11
case17,3,2315.43
case17,3,2315.72
case17,3,2315.79
case17,3,2316.01
case17,3,2315.79
case17,3,2315.94
case17,3,2315.37
case17,3,2315.19
case17,3,2315.62
case17,3,2315.75
case17,3,2315.46
case17,3,2314.39
case17,3,2315.5
case17,3,2315.98
case17,3,2315.68
case17,3,2316.96
case17,3,2316.41
case17,3,2315.58
case17,3,2314.92
case17,3,2315.58
case17,3,2316.41
case17,3,2316.11
case10,0,2242.1
case10,0,2244.01
case10,0,2243.46
case10,0,2249.31
case10,0,2258.98
case10,0,2263.38
case10,0,2263.72
case10,0,2264.97
case10,0,2265.88
case10,0,2275.67
case10,0,2284.54
case10,0,2288.08
case10,0,2288.65
case10,0,2287.5
case10,0,2303.07
case10,0,2303.11
case10,0,2306.09
case10,0,2308.47
case10,0,2309.62
case10,0,2322.33
case10,0,2326.21
case10,0,2328.14
case10,0,2327.79
case10,0,2328.67
case10,0,2329.16
case10,0,2328.96
case10,0,2331.15
case10,0,2331.5
case10,0,2335.59
case10,0,2334.94
case10,0,2336.54
case10,0,2336.9
case10,0,2335.23
case10,0,2337.5
case10,0,2334.76
case10,0,2334.83
case10,0,2334.9
case10,0,2335.07
case10,0,2335.65
case10,0,2334.19
case10,0,2333.77
case10,0,2334.33
case10,0,2334.15
case10,0,2332.96
case10,0,2333.17
case10,0,2333.44
case10,0,2333.25
case10,0,2333.85
case10,0,2332.21
case10,0,2327.81
case10,0,2329.47
case10,0,2326.96
case10,0,2325.67
case10,0,2326.4
case10,0,2326.39
case10,0,2326.13
case10,0,2326.79
case10,0,2327.01
case10,0,2317.35
case10,0,2325.72
case10,0,2323.26
case10,0,2320.6
case10,0,2323.45
case10,0,2325.2
case10,0,2324.86
case10,0,2314.33
case10,0,2321.56
case10,0,2323.14
case10,0,2316.56
case10,0,2324.51
case10,0,2325.37
case10,0,2323.02
case10,0,2319.68
case10,0,2322.22
case10,0,2323.33
case10,0,2317.68
case10,0,2313.49
case10,0,2322.22
case10,0,2321.28
case10,0,2322.77
case10,0,2323.37
case10,0,2316.91
case10,0,2322.89
case10,0,2316.22
case10,0,2317.02
case10,0,2320.15
case10,0,2321.3
case10,0,2323.65
case10,0,2323.47
case10,0,2322.35
case10,0,2323.2
case10,0,2323.62
case10,0,2320.56
case10,0,2325.77
case10,0,2318.05
case10,0,2321.23
case10,0,2322.04
case10,0,2323.36
case10,0,2320.73
case10,0,2317.68
case10,0,2283.14
case10,0,2290.04
case10,0,2286.9
case10,0,2289.41
case10,0,2288.28
case10,0,2289.15
case10,0,2305.07
case10,0,2305.18
case10,0,2305.06
case10,0,2307.93
case10,0,2308.43
case10,0,2308.23
case10,0,2308.57
case10,0,2309.59
case10,0,2309.54
case10,0,2308.39
case10,0,2309.26
case10,0,2311.11
case10,0,2307.94
case10,0,2312.29
case10,0,2310.6
case10,0,2311.34
case10,0,2311.8
case10,0,2311.85
case10,0,2312.22
case10,0,2312.44
case10,0,2310.93
case10,0,2311.65
case10,0,2311.84
case10,0,2311.66
case10,0,2322.46
case10,0,2325.95
case10,0,2326.42
case10,0,2326.9
case10,0,2327
case10,0,2327.47
case10,0,2325.3
case10,0,2325.95
case10,0,2324.53
case10,0,2326.91
case10,0,2326.54
case10,0,2328.48
case10,0,2327.06
case10,0,2327.12
case10,0,2325.8
case10,0,2325.97
case10,0,2328.08
case10,0,2326.1
case10,0,2327.27
case10,0,2327.61
case10,0,2327.32
case10,0,2327.73
case10,0,2328.69
case10,0,2326.57
case10,0,2328.2
case10,0,2329.91
case10,0,2327.18
case10,0,2326.92
case10,0,2327.12
case10,0,2327.63
case10,0,2328.22
case10,0,2327.83
case10,0,2328.05
case10,0,2328.52
case10,0,2328.8
case10,0,2328.88
case10,0,2328.6
case10,0,2326.61
case10,0,2327.74
case10,0,2327.92
case10,0,2327.91
case10,0,2328.5
case10,0,2328.5
case10,0,2328.63
case10,0,2327.5
case10,0,2328.08
case10,0,2328.03
case10,0,2327.77
case10,0,2328.78
case10,0,2328.64
case10,0,2327.95
case10,0,2328.22
case10,0,2328.92
case10,0,2327.91
case10,0,2327.43
case10,0,2327.69
case10,0,2327.7
case10,0,2327.85
case10,0,2328.42
case10,0,2328.44
case10,0,2328.46
case10,0,2329.13
case10,0,2327.76
case10,0,2327.69
case10,0,2327.14
case10,0,2327.61
case10,0,2327.92
case10,0,2327.96
case10,0,2328.43
case10,0,2328.97
case32,2,2262.25
case32,2,2268.82
case32,2,2275.54
case32,2,2283.45
case32,2,2285.31
case32,2,2287.95
case32,2,2287.29
case32,2,2288.08
case32,2,2288.49
case32,2,2287.9
case32,2,2290.56
case32,2,2290.87
case32,2,2291.73
case32,2,2292.98
case32,2,2298
case32,2,2303.54
case32,2,2306.24
case32,2,2307.42
case32,2,2310.23
case32,2,2310.92
case32,2,2309.88
case32,2,2310.08
case32,2,2310.94
case32,2,2310.78
case32,2,2311.6
case32,2,2312.15
case32,2,2311.46
case32,2,2310.53
case32,2,2310.23
case32,2,2312.13
case32,2,2312.54
case32,2,2313.01
case32,2,2311.69
case32,2,2313.81
case32,2,2312.52
case32,2,2314.21
case32,2,2313.24
case32,2,2311.86
case32,2,2313.87
case32,2,2314.12
case32,2,2314.24
case32,2,2313.19
case32,2,2315.78
case32,2,2315.6
case32,2,2314.3
case32,2,2314.57
case32,2,2314.89
case32,2,2315.07
case32,2,2314.13
case32,2,2314.44
case32,2,2315.82
case32,2,2317.05
case32,2,2316.15
case32,2,2315.57
case32,2,2314.83
case32,2,2313.58
case32,2,2314.18
case32,2,2314.29
case32,2,2312.74
case32,2,2313.2
case32,2,2310.52
case32,2,2312.1
case32,2,2311.15
case32,2,2311.83
case32,2,2311.21
case32,2,2309.15
case32,2,2309.98
case32,2,2310.01
case32,2,2310.23
case32,2,2310.88
case32,2,2310.23
case32,2,2309.32
case32,2,2309.4
case32,2,2308.24
case32,2,2306.4
case32,2,2305.48
case32,2,2306.54
case32,2,2306.16
case32,2,2305.54
case32,2,2305.91
case32,2,2305.85
case32,2,2308.3
case32,2,2304.88
case32,2,2305.8
case32,2,2306.41
case32,2,2304.59
case32,2,2304.41
case32,2,2305.63
case32,2,2307.64
case32,2,2305.51
case32,2,2304.18
case32,2,2304.54
case32,2,2306.52
case32,2,2306.53
case32,2,2304.67
case32,2,2305.47
case32,2,2304.66
case32,2,2301.2
case32,2,2304.52
case32,2,2304.83
case32,2,2233
case32,2,2242.52
case32,2,2244.04
case32,2,2249.52
case32,2,2267.89
case32,2,2261.38
case32,2,2264.12
case32,2,2266.14
case32,2,2267.91
case32,2,2272.1
case32,2,2273.74
case32,2,2280.53
case32,2,2286.32
case32,2,2286.63
case32,2,2287.86
case32,2,2289.99
case32,2,2289.4
case32,2,2290.99
case32,2,2291.82
case32,2,2295.92
case32,2,2297.35
case32,2,2305.36
case32,2,2309.14
case32,2,2306.26
case32,2,2309.79
case32,2,2312.15
case32,2,2311.38
case32,2,2310.81
case32,2,2311.46
case32,2,2312.64
case32,2,2312.66
case32,2,2313.27
case32,2,2315.62
case32,2,2314.79
case32,2,2315.41
case32,2,2314.63
case32,2,2315.03
case32,2,2316.37
case32,2,2314.24
case32,2,2315.27
case32,2,2313.16
case32,2,2313.85
case32,2,2312.8
case32,2,2312.58
case32,2,2311.73
case32,2,2308.66
case32,2,2310.14
case32,2,2310.36
case32,2,2308.65
case32,2,2306.72
case32,2,2305.05
case32,2,2304.79
case32,2,2306.46
case32,2,2302.9
case32,2,2304.42
case32,2,2304.44
case32,2,2304.84
case32,2,2298.56
case32,2,2301.8
case32,2,2301.17
case32,2,2297.67
case32,2,2298.92
case32,2,2298.45
case32,2,2296.95
case32,2,2297.39
case32,2,2296.08
case32,2,2294.28
case32,2,2297.34
case32,2,2298.04
case32,2,2295.66
case32,2,2294.08
case32,2,2293.43
case32,2,2295.26
case32,2,2294.69
case32,2,2294.28
case32,2,2293.41
case32,2,2293.94
case32,2,2294.51
case32,2,2293.42
case32,2,2294.43
case32,2,2294.55
case32,2,2293.19
case32,2,2293.35
case32,2,2293.52
case32,2,2292.81
case32,2,2293.27
case32,2,2293.91
case32,2,2294.28
case32,2,2293.04
case32,2,2293.55
case32,2,2293.91
case32,2,2292.64
case32,2,2291.97
case32,2,2293.95
case32,2,2293.31
case32,2,2293.52
case32,2,2294.19
case32,2,2291.74
case32,2,2293.77
case32,2,2292.35
case11,3,2284.88
case11,3,2290.47
case11,3,2289.82
case11,3,2292.73
case11,3,2293.85
case11,3,2293.3
case11,3,2294.42
case11,3,2294.52
case11,3,2293.85
case11,3,2294.41
case11,3,2298.88
case11,3,2301.19
case11,3,2302.4
case11,3,2301.96
case11,3,2303.49
case11,3,2305.77
case11,3,2306.36
case11,3,2310.91
case11,3,2308.18
case11,3,2308.42
case11,3,2311.23
case11,3,2312.4
case11,3,2312.19
case11,3,2312.16
case11,3,2313.59
case11,3,2314.16
case11,3,2312.62
case11,3,2311.88
case11,3,2315.07
case11,3,2314.26
case11,3,2314.44
case11,3,2313.96
case11,3,2314.64
case11,3,2314.36
case11,3,2314.77
case11,3,2315.73
case11,3,2315.22
case11,3,2314.47
case11,3,2314.77
case11,3,2315.11
case11,3,2315.81
case11,3,2315.76
case11,3,2316.39
case11,3,2315.8
case11,3,2316.34
case11,3,2315.05
case11,3,2315.7
case11,3,2316.03
case11,3,2315.35
case11,3,2315.86
case11,3,2316.6
case11,3,2314.93
case11,3,2315.54
case11,3,2315.72
case11,3,2316.39
case11,3,2315.54
case11,3,2316.89
case11,3,2315.1
case11,3,2316.19
case11,3,2315.99
case11,3,2316.18
case11,3,2315.3
case11,3,2315.64
case11,3,2315.86
case11,3,2315.8
case11,3,2316.16
case11,3,2315.38
case11,3,2316.14
case11,3,2316.22
case11,3,2316.58
case11,3,2315.44
case11,3,2315.8
case11,3,2315.84
case11,3,2316.73
case11,3,2316.3
case11,3,2315.65
case11,3,2315.61
case11,3,2315.38
case11,3,2315.76
case11,3,2315.81
case11,3,2316.02
case11,3,2315.13
case11,3,2315.71
case11,3,2315.99
case11,3,2316.17
case11,3,2316.59
case11,3,2316.74
case11,3,2315.64
case11,3,2315.95
case11,3,2315.91
case11,3,2316.19
case11,3,2316.47
case11,3,2315.76
case11,3,2315.66
case11,3,2316.3
case11,3,2315
case11,3,2315.73
case11,3,2315.66
case11,3,2316.41
case11,3,2316.15
case11,3,2231.89
case11,3,2244.06
case11,3,2245.02
case11,3,2248.14
case11,3,2250.86
case11,3,2257.51
case11,3,2266.33
case11,3,2269.73
case11,3,2269.49
case11,3,2276.22
case11,3,2282.93
case11,3,2287.05
case11,3,2287.53
case11,3,2291.64
case11,3,2293.06
case11,3,2294.37
case11,3,2294.76
case11,3,2298.01
case11,3,2304.28
case11,3,2314.64
case11,3,2316.36
case11,3,2316.18
case11,3,2317.58
case11,3,2317.86
case11,3,2318.46
case11,3,2325.8
case11,3,2335.77
case11,3,2335.11
case11,3,2338.37
case11,3,2338.68
case11,3,2339.8
case11,3,2340.35
case11,3,2340.09
case11,3,2341.59
case11,3,2341.69
case11,3,2341.73
case11,3,2341.67
case11,3,2343.32
case11,3,2343.07
case11,3,2346.21
case11,3,2341.94
case11,3,2343.09
case11,3,2341.18
case11,3,2341.4
case11,3,2341.45
case11,3,2340.13
case11,3,2340.56
case11,3,2339.75
case11,3,2339.78
case11,3,2340.21
case11,3,2338.7
case11,3,2339.08
case11,3,2338
case11,3,2334.37
case11,3,2336.25
case11,3,2333.68
case11,3,2331.1
case11,3,2332.61
case11,3,2330.94
case11,3,2331.03
case11,3,2330.87
case11,3,2329.71
case11,3,2329.29
case11,3,2328.91
case11,3,2329.58
case11,3,2329.85
case11,3,2328.18
case11,3,2328.26
case11,3,2328.25
case11,3,2330.37
case11,3,2327.72
case11,3,2327.45
case11,3,2327.2
case11,3,2327.92
case11,3,2328.22
case11,3,2328
case11,3,2328.1
case11,3,2328.23
case11,3,2327.36
case11,3,2327.07
case11,3,2327.68
case11,3,2327.73
case11,3,2327.94
case11,3,2315.76
case11,3,2316.32
case11,3,2315.58
case11,3,2316
case11,3,2316.04
case11,3,2315.64
case11,3,2316.04
case11,3,2316.49
case11,3,2314.84
case11,3,2315.51
case11,3,2315.39
case11,3,2316.21
case11,3,2316.05
case11,3,2314.9
case11,3,2315.29
case11,3,2315.59
case11,3,2316.1
case25,1,2233.79
case25,1,2243.16
case25,1,2246.11
case25,1,2245.19
case25,1,2247.74
case25,1,2245.85
case25,1,2257.43
case25,1,2259.99
case25,1,2261.61
case25,1,2262.58
case25,1,2262.28
case25,1,2263.19
case25,1,2262.66
case25,1,2263.15
case25,1,2266.32
case25,1,2267.26
case25,1,2266.59
case25,1,2267.26
case25,1,2266.73
case25,1,2267.75
case25,1,2267.06
case25,1,2267.1
case25,1,2267.45
case25,1,2267.66
case25,1,2268.8
case25,1,2266.9
case25,1,2266.65
case25,1,2267.37
case25,1,2267.88
case25,1,2268.32
case25,1,2267.14
case25,1,2266.5
case25,1,2267.75
case25,1,2267.1
case25,1,2267.33
case25,1,2267.56
case25,1,2267.63
case25,1,2267.39
case25,1,2267.74
case25,1,2267.18
case25,1,2269.59
case25,1,2267.16
case25,1,2267.65
case25,1,2268.65
case25,1,2267.97
case25,1,2266.54
case25,1,2269.78
case25,1,2268.35
case25,1,2267.65
case25,1,2268.49
case25,1,2268.28
case25,1,2272.28
case25,1,2276.49
case25,1,2276.92
case25,1,2275.38
case25,1,2275.87
case25,1,2273.15
case25,1,2275.04
case25,1,2276.53
case25,1,2277.79
case25,1,2275.79
case25,1,2278.09
case25,1,2274.53
case25,1,2277.38
case25,1,2276.5
case25,1,2276.45
case25,1,2276.05
case25,1,2277.57
case25,1,2277.51
case25,1,2275.32
case25,1,2276.58
case25,1,2275.27
case25,1,2277.29
case25,1,2276.53
case25,1,2275.42
case25,1,2279.61
case25,1,2275.23
case25,1,2277.31
case25,1,2276.35
case25,1,2276.16
case25,1,2276.04
case25,1,2277.02
case25,1,2274.97
case25,1,2276.39
case25,1,2276.3
case25,1,2275.22
case25,1,2275.99
case25,1,2275.42
case25,1,2276.98
case25,1,2274.45
case25,1,2276.42
case25,1,2276.12
case25,1,2276.15
case25,1,2275.75
case25,1,2276.36
case25,1,2277.34
case25,1,2276.32
case25,1,2276.3
case25,1,2278.01
case25,1,2276.81
case25,1,2208.77
case25,1,2221.6
case25,1,2223.99
case25,1,2233.34
case25,1,2237.42
case25,1,2238.93
case25,1,2243.59
case25,1,2246.01
case25,1,2246.22
case25,1,2245.31
case25,1,2255.9
case25,1,2260.57
case25,1,2262.21
case25,1,2263.1
case25,1,2266.15
case25,1,2267.66
case25,1,2276.62
case25,1,2278.39
case25,1,2282.34
case25,1,2282
case25,1,2285.76
case25,1,2288.13
case25,1,2288.67
case25,1,2289.07
case25,1,2289
case25,1,2300.76
case25,1,2300.87
case25,1,2304.68
case25,1,2304.38
case25,1,2305.02
case25,1,2304.04
case25,1,2304.07
case25,1,2304.97
case25,1,2304.05
case25,1,2303.62
case25,1,2304.59
case25,1,2303.59
case25,1,2300.79
case25,1,2296.17
case25,1,2298.73
case25,1,2295.32
case25,1,2296.52
case25,1,2295.14
case25,1,2290.12
case25,1,2291.12
case25,1,2290.53
case25,1,2287.06
case25,1,2288.01
case25,1,2287.25
case25,1,2286.69
case25,1,2285.99
case25,1,2284.95
case25,1,2283.13
case25,1,2285.87
case25,1,2284.07
case25,1,2280.82
case25,1,2280.84
case25,1,2279.02
case25,1,2279.34
case25,1,2278.32
case25,1,2278.81
case25,1,2279.59
case25,1,2275.45
case25,1,2279.63
case25,1,2274.05
case25,1,2276.79
case25,1,2275.7
case25,1,2275.15
case25,1,2278.43
case25,1,2279.62
case25,1,2275.25
case25,1,2275.91
case25,1,2277.36
case25,1,2275.42
case25,1,2277.5
case25,1,2274.84
case25,1,2273.42
case25,1,2275.87
case25,1,2276.34
case25,1,2278.17
case25,1,2275.17
case25,1,2275.87
case25,1,2274.96
case25,1,2276.25
case25,1,2276.5
case25,1,2273.52
case25,1,2276.06
case25,1,2275.49
case25,1,2275.51
case25,1,2275.71
case25,1,2276.89
case25,1,2276.78
case25,1,2276.03
case25,1,2275.96
case25,1,2275.69
case25,1,2277.03
case25,1,2275.66
case25,1,2276.43
case25,1,2275.45
case25,1,2275.57
case2,1,2239.86
case2,1,2245.2
case2,1,2246.09
case2,1,2259.93
case2,1,2260.37
case2,1,2260.14
case2,1,2262.43
case2,1,2264.11
case2,1,2262.98
case2,1,2263.99
case2,1,2266
case2,1,2266.64
case2,1,2266.84
case2,1,2267.14
case2,1,2270.11
case2,1,2273.16
case2,1,2272.78
case2,1,2275.22
case2,1,2276.23
case2,1,2276.68
case2,1,2275.55
case2,1,2277.17
case2,1,2276.84
case2,1,2278.77
case2,1,2274.41
case2,1,2279.22
case2,1,2278.58
case2,1,2280.8
case2,1,2280.21
case2,1,2280.8
case2,1,2279.85
case2,1,2280.31
case2,1,2280.95
case2,1,2280.29
case2,1,2280.22
case2,1,2280.01
case2,1,2280.16
case2,1,2280.65
case2,1,2279.82
case2,1,2280.08
case2,1,2280.98
case2,1,2280.12
case2,1,2280.95
case2,1,2279.51
case2,1,2280.45
case2,1,2280.95
case2,1,2279.9
case2,1,2280.82
case2,1,2280.01
case2,1,2281.72
case2,1,2281.12
case2,1,2279.95
case2,1,2280.33
case2,1,2279.32
case2,1,2280.23
case2,1,2281.44
case2,1,2278.81
case2,1,2279.32
case2,1,2280.1
case2,1,2280.65
case2,1,2279.79
case2,1,2280.15
case2,1,2279.14
case2,1,2278.56
case2,1,2277.75
case2,1,2279.71
case2,1,2276.96
case2,1,2278.08
case2,1,2276.95
case2,1,2279.52
case2,1,2279.78
case2,1,2278.96
case2,1,2279.32
case2,1,2276.16
case2,1,2278.24
case2,1,2277.9
case2,1,2276.99
case2,1,2277.37
case2,1,2278.47
case2,1,2279.13
case2,1,2278.4
case2,1,2277.92
case2,1,2279.43
case2,1,2277.69
case2,1,2279.29
case2,1,2276.5
case2,1,2279.29
case2,1,2276.02
case2,1,2277.14
case2,1,2279.1
case2,1,2279.19
case2,1,2277.06
case2,1,2279.6
case2,1,2280.25
case2,1,2277.95
case2,1,2276.88
case2,1,2278.17
case2,1,2276.24
case2,1,2279.7
case2,1,2277.28
case2,1,2239.32
case2,1,2244.74
case2,1,2244.38
case2,1,2245.72
case2,1,2258.53
case2,1,2259.77
case2,1,2260.14
case2,1,2260.46
case2,1,2261.6
case2,1,2261.52
case2,1,2262.86
case2,1,2262.34
case2,1,2262.98
case2,1,2267.31
case2,1,2262.42
case2,1,2266.41
case2,1,2266.61
case2,1,2266.19
case2,1,2267.64
case2,1,2266.27
case2,1,2269.83
case2,1,2271.06
case2,1,2273.23
case2,1,2272.34
case2,1,2272.69
case2,1,2274.75
case2,1,2272.51
case2,1,2275.19
case2,1,2274.87
case2,1,2276.13
case2,1,2276.27
case2,1,2271.91
case2,1,2275.31
case2,1,2276.57
case2,1,2275.1
case2,1,2273.2
case2,1,2277.87
case2,1,2276.84
case2,1,2275.61
case2,1,2275.99
case2,1,2275.12
case2,1,2275.33
case2,1,2276.05
case2,1,2275.57
case2,1,2274.24
case2,1,2275.83
case2,1,2275.91
case2,1,2275.28
case2,1,2276.74
case2,1,2274.69
case2,1,2276.44
case2,1,2275.92
case2,1,2276.34
case2,1,2277.04
case2,1,2275.29
case2,1,2276.58
case2,1,2276.32
case2,1,2275.81
case2,1,2277.55
case2,1,2275.4
case2,1,2277.38
case2,1,2274.69
case2,1,2276.82
case2,1,2277.01
case2,1,2274.68
case2,1,2275.98
case2,1,2277.25
case2,1,2276.68
case2,1,2277.03
case2,1,2275.82
case2,1,2276.29
case2,1,2274.86
case2,1,2276.1
case2,1,2277.42
case2,1,2277.37
case2,1,2274.22
case2,1,2275.52
case2,1,2276.12
case2,1,2277.32
case2,1,2275.67
case2,1,2276.33
case2,1,2276.94
case2,1,2275.99
case2,1,2274.04
case2,1,2275.54
case2,1,2277.29
case2,1,2275.25
case2,1,2273.14
case2,1,2275.95
case2,1,2276.32
case2,1,2277.45
case2,1,2275.4
case2,1,2276.82
case2,1,2276.27
case2,1,2275.65
case2,1,2276.38
case2,1,2275.5
case2,1,2276.9
case2,1,2275.26
case2,1,2277.33
case2,1,2238.21
case2,1,2245.57
case2,1,2246.07
case2,1,2256.5
case2,1,2260.1
