case,GPU_NO,Runtime
case10,1,2271.31
case10,1,2270.07
case10,1,2269.06
case10,1,2272.67
case10,1,2270.91
case14,0,2237.17
case14,0,2243.34
case14,0,2242.57
case14,0,2248.14
case14,0,2261.46
case14,0,2264.23
case14,0,2264.26
case14,0,2266.27
case14,0,2265.16
case14,0,2267.39
case14,0,2272.43
case14,0,2286.76
case14,0,2289.44
case14,0,2288.21
case14,0,2288.45
case14,0,2289.53
case14,0,2303.87
case14,0,2304.7
case14,0,2307.75
case14,0,2309.23
case14,0,2311.95
case14,0,2313.07
case14,0,2327.4
case14,0,2328.74
case14,0,2328.63
case14,0,2329.38
case14,0,2329.02
case14,0,2330.58
case14,0,2331.13
case14,0,2332.16
case14,0,2332.08
case14,0,2334.18
case14,0,2332.25
case14,0,2333.33
case14,0,2333.65
case14,0,2334.09
case14,0,2331.86
case14,0,2332.41
case14,0,2332.43
case14,0,2332.18
case14,0,2331.55
case14,0,2331.97
case14,0,2331.95
case14,0,2331.8
case14,0,2329.31
case14,0,2329.22
case14,0,2329.19
case14,0,2329.06
case14,0,2328.72
case14,0,2326.93
case14,0,2328.92
case14,0,2329.1
case14,0,2327.07
case14,0,2327.09
case14,0,2326.16
case14,0,2326.14
case14,0,2326.17
case14,0,2326.39
case14,0,2326.12
case14,0,2326.56
case14,0,2326.7
case14,0,2316.98
case14,0,2327.15
case14,0,2324.28
case14,0,2321.36
case14,0,2323.11
case14,0,2321.26
case14,0,2318.05
case14,0,2316.69
case14,0,2317.11
case14,0,2317.47
case14,0,2323.41
case14,0,2319.11
case14,0,2322.55
case14,0,2315.7
case14,0,2321.03
case14,0,2321.04
case14,0,2314.86
case14,0,2321.19
case14,0,2320.9
case14,0,2317.05
case14,0,2313.32
case14,0,2322.93
case14,0,2320.68
case14,0,2314.39
case14,0,2321.51
case14,0,2316.68
case14,0,2313.3
case14,0,2314.47
case14,0,2316.63
case14,0,2313.09
case14,0,2324.42
case14,0,2315.15
case14,0,2313.76
case14,0,2319.19
case14,0,2315.03
case14,0,2317.79
case14,0,2323.17
case14,0,2322.14
case14,0,2320.32
case14,0,2284.28
case14,0,2288.31
case14,0,2288.75
case14,0,2288.89
case14,0,2287.59
case14,0,2292.98
case14,0,2305.41
case14,0,2305.41
case14,0,2307.87
case14,0,2308.28
case14,0,2308.68
case14,0,2309.59
case14,0,2308.45
case14,0,2308.46
case14,0,2309.17
case14,0,2310.01
case14,0,2310.34
case14,0,2311.79
case14,0,2312.5
case14,0,2309.39
case14,0,2311.64
case14,0,2312.18
case14,0,2311.82
case14,0,2310.57
case14,0,2310.67
case14,0,2311.92
case14,0,2312.27
case14,0,2312.01
case14,0,2311.08
case14,0,2311.93
case14,0,2313.33
case14,0,2311.12
case14,0,2312.05
case14,0,2311.05
case14,0,2312.39
case14,0,2311.93
case14,0,2310.69
case14,0,2311.14
case14,0,2311.77
case14,0,2312.15
case14,0,2311.48
case14,0,2310.49
case14,0,2310.66
case14,0,2311.88
case14,0,2311.68
case14,0,2311.99
case14,0,2310.57
case14,0,2311.44
case14,0,2311.64
case14,0,2311.83
case14,0,2312.12
case14,0,2312.84
case14,0,2311.3
case14,0,2311.7
case14,0,2312.28
case14,0,2310.6
case14,0,2311.03
case14,0,2311.56
case14,0,2312.18
case14,0,2310.5
case14,0,2311.77
case14,0,2311.67
case14,0,2312.07
case14,0,2310.63
case14,0,2311.12
case14,0,2311.9
case14,0,2311.86
case14,0,2310.79
case14,0,2311.02
case14,0,2311.4
case14,0,2311.47
case14,0,2311.57
case14,0,2312.45
case14,0,2310.6
case14,0,2311.2
case14,0,2311.24
case14,0,2311.83
case14,0,2311.93
case14,0,2311.37
case14,0,2311.59
case14,0,2310.92
case14,0,2312.07
case14,0,2312.06
case14,0,2313.16
case14,0,2311.33
case14,0,2311.59
case14,0,2312.22
case14,0,2311.27
case14,0,2311.3
case14,0,2311.49
case14,0,2311.9
case14,0,2310.87
case14,0,2311.3
case14,0,2311.34
case14,0,2311.93
case14,0,2312.3
case14,0,2311.15
case14,0,2310.92
case14,0,2311.94
case14,0,2312.12
case1,0,2264.77
case1,0,2279.59
case1,0,2288.63
case1,0,2288.93
case1,0,2289.88
case1,0,2305.78
case1,0,2306.4
case1,0,2308.41
case1,0,2310.55
case1,0,2312.42
case1,0,2315.64
case1,0,2324.39
case1,0,2329.63
case1,0,2330.44
case1,0,2331.11
case1,0,2331.26
case1,0,2331.14
case1,0,2336.22
case1,0,2337.69
case1,0,2337.18
case1,0,2338.77
case1,0,2336.03
case1,0,2336.91
case1,0,2339.82
case1,0,2340.09
case1,0,2336.84
case1,0,2338.6
case1,0,2336.9
case1,0,2336.38
case1,0,2336.64
case1,0,2337.12
case1,0,2337.26
case1,0,2337.64
case1,0,2335.61
case1,0,2334.07
case1,0,2334
case1,0,2331.86
case1,0,2332.79
case1,0,2328.93
case1,0,2324.87
case1,0,2319.28
case1,0,2322.72
case1,0,2315.68
case1,0,2315.98
case1,0,2314.52
case1,0,2314.95
case1,0,2315.57
case1,0,2315.19
case1,0,2314.12
case1,0,2314.08
case1,0,2314.21
case1,0,2314.66
case1,0,2311.42
case1,0,2311.9
case1,0,2312.38
case1,0,2312.24
case1,0,2311.53
case1,0,2313.36
case1,0,2312.08
case1,0,2314.59
case1,0,2311.36
case1,0,2311.18
case1,0,2311.99
case1,0,2312.03
case1,0,2312.57
case1,0,2311.17
case1,0,2311.57
case1,0,2312.06
case1,0,2312.06
case1,0,2312.39
case1,0,2310.9
case1,0,2311.71
case1,0,2311.41
case1,0,2311.71
case1,0,2312.45
case1,0,2311.5
case1,0,2311.75
case1,0,2311.9
case1,0,2312.09
case1,0,2312.44
case1,0,2311.5
case1,0,2311.61
case1,0,2312.08
case1,0,2312.25
case1,0,2312.7
case1,0,2311.67
case1,0,2311.61
case1,0,2312.09
case1,0,2309.37
case1,0,2310.59
case1,0,2310.94
case1,0,2311.62
case1,0,2312.34
case1,0,2311.19
case1,0,2310.41
case1,0,2311.45
case1,0,2311.98
case1,0,2310.93
case1,0,2310.01
case1,0,2310.28
case1,0,2269.63
case1,0,2278.93
case1,0,2286.54
case1,0,2289.92
case1,0,2290.85
case1,0,2290.49
case1,0,2291.13
case1,0,2291.86
case1,0,2290.73
case1,0,2291.35
case1,0,2292.16
case1,0,2294.16
case1,0,2298.17
case1,0,2308.31
case1,0,2310.03
case1,0,2309.17
case1,0,2309.21
case1,0,2310.2
case1,0,2310.97
case1,0,2313.65
case1,0,2313.05
case1,0,2314.08
case1,0,2311.85
case1,0,2313
case1,0,2313.47
case1,0,2313.75
case1,0,2313.86
case1,0,2313.03
case1,0,2312.79
case1,0,2313.23
case1,0,2314.12
case1,0,2313.95
case1,0,2312.68
case1,0,2312.8
case1,0,2313.54
case1,0,2314.11
case1,0,2313.65
case1,0,2314.74
case1,0,2312.8
case1,0,2313.74
case1,0,2313.75
case1,0,2312.29
case1,0,2313.16
case1,0,2313.59
case1,0,2313.97
case1,0,2314.13
case1,0,2312.97
case1,0,2312.55
case1,0,2313.55
case1,0,2313.34
case1,0,2314.08
case1,0,2312.27
case1,0,2313.15
case1,0,2313.01
case1,0,2312.7
case1,0,2313.84
case1,0,2312.7
case1,0,2312.68
case1,0,2313.02
case1,0,2313.57
case1,0,2314.11
case1,0,2312.91
case1,0,2313.02
case1,0,2312.84
case1,0,2313.55
case1,0,2313.57
case1,0,2312.49
case1,0,2312.44
case1,0,2313.61
case1,0,2313.67
case1,0,2313.21
case1,0,2313.26
case1,0,2313.92
case1,0,2314
case1,0,2312.75
case1,0,2312.93
case1,0,2313.05
case1,0,2313.85
case1,0,2313.53
case1,0,2312.33
case1,0,2324.08
case1,0,2313.19
case1,0,2313.22
case1,0,2313.18
case1,0,2314
case1,0,2312.55
case1,0,2312.88
case1,0,2312.84
case1,0,2314.27
case1,0,2314.04
case1,0,2314.27
case1,0,2312.94
case1,0,2312.79
case1,0,2313.43
case1,0,2313.78
case1,0,2312.44
case1,0,2312.98
case1,0,2313.38
case1,0,2313.61
case1,0,2312.73
case1,0,2286.28
case1,0,2291.44
case1,0,2291.61
case1,0,2296.34
case1,0,2309.78
case1,0,2310.43
case1,0,2313.1
case1,0,2311.29
case1,0,2312.53
case1,0,2313.31
case1,0,2313.31
case1,0,2314.52
case1,0,2312.64
case1,0,2313.34
case1,0,2313.45
case1,0,2313
case1,0,2313.98
case1,0,2314.33
case1,0,2313.39
case1,0,2313.28
case1,0,2315.16
case1,0,2314.2
case1,0,2319.8
case1,0,2330.53
case1,0,2329.35
case1,0,2329.38
case1,0,2329.12
case1,0,2329.69
case1,0,2330.99
case1,0,2330.66
case1,0,2330.87
case1,0,2330.39
case1,0,2330.68
case1,0,2331.48
case1,0,2331.22
case1,0,2331.08
case1,0,2331.24
case1,0,2331.31
case1,0,2331.03
case1,0,2331.04
case1,0,2330.84
case1,0,2331.33
case1,0,2331.19
case1,0,2330.88
case1,0,2331.27
case1,0,2331.35
case1,0,2331.22
case1,0,2331.11
case1,0,2330.93
case1,0,2331.44
case1,0,2330.5
case1,0,2330.69
case1,0,2330.31
case1,0,2330.8
case1,0,2329.53
case1,0,2328.82
case1,0,2329.72
case1,0,2329.54
case1,0,2329.07
case1,0,2329.79
case1,0,2328.31
case1,0,2330.5
case1,0,2330.5
case1,0,2330.2
case1,0,2330.66
case1,0,2329.09
case1,0,2329.68
case1,0,2329.4
case1,0,2329.82
case1,0,2329.76
case1,0,2329.96
case1,0,2330.34
case1,0,2328.11
case1,0,2330.34
case1,0,2328.26
case1,0,2328.98
case1,0,2327.43
case1,0,2328.24
case1,0,2328.22
case1,0,2330.24
case1,0,2328.64
case1,0,2327.35
case1,0,2327.93
case1,0,2327.54
case1,0,2328.52
case1,0,2328.09
case1,0,2328.38
case1,0,2324.97
case1,0,2325.52
case1,0,2328.66
case1,0,2327.72
case1,0,2327.95
case1,0,2324.19
case1,0,2327.85
case1,0,2328.25
case1,0,2328.67
case1,0,2328.33
case1,0,2328.82
case1,0,2328.73
case1,0,2329.2
case1,0,2286.19
case1,0,2291.11
case1,0,2292.44
case1,0,2295.68
case1,0,2300.1
case1,0,2309.01
case1,0,2310.56
case1,0,2310.48
case1,0,2310.37
case1,0,2312.42
case1,0,2313.28
case1,0,2313.85
case1,0,2314.38
case1,0,2314.24
case1,0,2313.18
case1,0,2312.55
case1,0,2313.6
case1,0,2313.58
case1,0,2313.58
case1,0,2314.37
case1,0,2313.27
case1,0,2313.19
case1,0,2315.04
case1,0,2313.96
case1,0,2314.54
case1,0,2313.01
case1,0,2313.43
case1,0,2313.73
case1,0,2313.88
case1,0,2313.9
case1,0,2312.21
case1,0,2314.89
case1,0,2315.1
case1,0,2314.04
case1,0,2312.76
case1,0,2315.1
case1,0,2313.87
case1,0,2314
case1,0,2313.97
case1,0,2314.82
case1,0,2315.01
case1,0,2314.92
case1,0,2313.74
case1,0,2314.07
case1,0,2316.17
case1,0,2314.42
case1,0,2314.8
case1,0,2315.19
case1,0,2313.71
case1,0,2316.19
case1,0,2312.83
case1,0,2315.1
case1,0,2313.42
case1,0,2313.72
case1,0,2313.97
case1,0,2314.34
case1,0,2314.59
case1,0,2313.27
case1,0,2315.43
case1,0,2314.1
case1,0,2314.35
case1,0,2314.56
case1,0,2315.08
case1,0,2313.52
case1,0,2315.73
case1,0,2314.81
case1,0,2315.4
case1,0,2315.22
case1,0,2315.67
case1,0,2314.26
case1,0,2313.16
case1,0,2315.14
case1,0,2313.08
case1,0,2313.82
case1,0,2314.39
case1,0,2314.9
case1,0,2313.32
case1,0,2314.43
case1,0,2313.77
case1,0,2313.98
case1,0,2314.55
case1,0,2313.03
case1,0,2313.26
case1,0,2313.34
case1,0,2314.15
case1,0,2314.11
case1,0,2314.38
case1,0,2313.66
case1,0,2313.37
case1,0,2314.33
case1,0,2314.38
case1,0,2313.11
case1,0,2313.95
case1,0,2315.36
case1,0,2314.44
case1,0,2313.03
case1,0,2314.82
case1,0,2314.03
case1,0,2313.84
case1,0,2314.2
case26,2,2225.03
case26,2,2239.1
case26,2,2241.86
case26,2,2243.6
case26,2,2242.26
case26,2,2243.33
case26,2,2247.13
case26,2,2246.17
case26,2,2252.19
case26,2,2252.86
case26,2,2251.38
case26,2,2252.51
case26,2,2260.82
case26,2,2258.34
case26,2,2259.2
case26,2,2257.33
case26,2,2262.51
case26,2,2263.63
case26,2,2264.13
case26,2,2263.7
case26,2,2262.51
case26,2,2263.4
case26,2,2263.83
case26,2,2264.51
case26,2,2265.74
case26,2,2263.62
case26,2,2265.84
case26,2,2263.79
case26,2,2265.64
case26,2,2266.59
case26,2,2266.26
case26,2,2264.82
case26,2,2264.12
case26,2,2263.88
case26,2,2266.6
case26,2,2266.59
case26,2,2266.42
case26,2,2267.27
case26,2,2266.66
case26,2,2267.21
case26,2,2267.97
case26,2,2266.63
case26,2,2267.44
case26,2,2267
case26,2,2265.64
case26,2,2266.64
case26,2,2267.69
case26,2,2266.69
case26,2,2265.9
case26,2,2266.44
case26,2,2267.29
case26,2,2266.58
case26,2,2266.93
case26,2,2266.01
case26,2,2267.06
case26,2,2268.08
case26,2,2266.74
case26,2,2267.35
case26,2,2266.89
case26,2,2267.38
case26,2,2266.67
case26,2,2267.36
case26,2,2266.6
case26,2,2267.08
case26,2,2266.38
case26,2,2267.04
case26,2,2266.68
case26,2,2267.31
case26,2,2266.29
case26,2,2267.07
case26,2,2266.34
case26,2,2267.06
case26,2,2266.38
case26,2,2266.94
case26,2,2266.25
case26,2,2266.77
case26,2,2267.55
case26,2,2266.89
case26,2,2267.5
case26,2,2266.94
case26,2,2267.49
case26,2,2266.98
case26,2,2267.54
case26,2,2266.59
case26,2,2267.19
case26,2,2268.3
case26,2,2267.34
case26,2,2266.37
case26,2,2267.31
case26,2,2266.11
case26,2,2267.43
case26,2,2268.24
case26,2,2266.94
case26,2,2266.16
case26,2,2267.12
case26,2,2265.88
case26,2,2267.17
case26,2,2267.13
case26,2,2266.93
case26,2,2266.89
case26,2,2214.39
case26,2,2218.12
case26,2,2222.7
case26,2,2220.61
case26,2,2238.95
case26,2,2238.68
case26,2,2239.74
case26,2,2242.36
case26,2,2252.91
case26,2,2243.46
case26,2,2244.62
case26,2,2248.76
case26,2,2252.43
case26,2,2262.82
case26,2,2262.76
case26,2,2264.02
case26,2,2265.47
case26,2,2265.98
case26,2,2267.97
case26,2,2268.36
case26,2,2268.1
case26,2,2274.27
case26,2,2282.01
case26,2,2280.56
case26,2,2282.38
case26,2,2276.97
case26,2,2282.19
case26,2,2284.58
case26,2,2285.19
case26,2,2287.11
case26,2,2278.48
case26,2,2278.12
case26,2,2274.58
case26,2,2270.79
case26,2,2271.04
case26,2,2268.61
case26,2,2267.23
case26,2,2267.36
case26,2,2266.77
case26,2,2267.65
case26,2,2266.34
case26,2,2266.21
case26,2,2266.27
case26,2,2266.02
case26,2,2265.79
case26,2,2265.36
case26,2,2265.62
case26,2,2263.67
case26,2,2265.23
case26,2,2263.7
case26,2,2265.32
case26,2,2264.11
case26,2,2263.69
case26,2,2264.66
case26,2,2264.26
case26,2,2264.54
case26,2,2263.2
case26,2,2263.59
case26,2,2262.7
case26,2,2263.03
case26,2,2263.78
case26,2,2263.3
case26,2,2277.68
case26,2,2263.85
case26,2,2265.24
case26,2,2263.93
case26,2,2263.73
case26,2,2263.64
case26,2,2263.97
case26,2,2263.92
case26,2,2263.58
case26,2,2263.59
case26,2,2262.22
case26,2,2263.71
case26,2,2263.77
case26,2,2263.81
case26,2,2263.32
case26,2,2263.69
case26,2,2265.47
case26,2,2264.05
case26,2,2261.6
case26,2,2264.04
case26,2,2264.91
case26,2,2263.76
case26,2,2263.01
case26,2,2264.25
case26,2,2264.08
case26,2,2264.02
case26,2,2262.52
case26,2,2264.18
case26,2,2262.85
case26,2,2263.73
case26,2,2264.1
case26,2,2263.96
case26,2,2263.83
case26,2,2263.63
case26,2,2262.36
case26,2,2263.73
case26,2,2263.69
case26,2,2263.46
case28,1,2259.27
case28,1,2266.5
case28,1,2267.25
case28,1,2268.01
case28,1,2268.49
case28,1,2275.52
case28,1,2280.3
case28,1,2279.71
case28,1,2280.14
case28,1,2281.03
case28,1,2281.72
case28,1,2284.02
case28,1,2281.19
case28,1,2283.22
case28,1,2286.14
case28,1,2285.04
case28,1,2285.94
case28,1,2286.57
case28,1,2287.96
case28,1,2285.82
case28,1,2288.51
case28,1,2288.79
case28,1,2287.66
case28,1,2288.39
case28,1,2288.65
case28,1,2288.35
case28,1,2288.26
case28,1,2290.37
case28,1,2288.81
case28,1,2288.58
case28,1,2288.14
case28,1,2289.1
case28,1,2290.01
case28,1,2289.08
case28,1,2289.12
case28,1,2289.04
case28,1,2289.03
case28,1,2289.63
case28,1,2289.16
case28,1,2288.87
case28,1,2290.49
case28,1,2289.54
case28,1,2289.14
case28,1,2289.72
case28,1,2289.13
case28,1,2290.32
case28,1,2289.95
case28,1,2289.08
case28,1,2289.85
case28,1,2290.49
case28,1,2289.89
case28,1,2290.03
case28,1,2290.38
case28,1,2289.65
case28,1,2289.4
case28,1,2290.33
case28,1,2289.25
case28,1,2289.8
case28,1,2289.81
case28,1,2289.22
case28,1,2306.3
case28,1,2288.79
case28,1,2289.79
case28,1,2290.74
case28,1,2289.29
case28,1,2287.99
case28,1,2289.83
case28,1,2289.14
case28,1,2288.49
case28,1,2288.64
case28,1,2288.9
case28,1,2289.8
case28,1,2289.15
case28,1,2289.72
case28,1,2289.98
case28,1,2288.71
case28,1,2289.97
case28,1,2290.34
case28,1,2289.1
case28,1,2289.7
case28,1,2290.25
case28,1,2288.79
case28,1,2289.36
case28,1,2290.34
case28,1,2290.78
case28,1,2289.37
case28,1,2290.81
case28,1,2289.04
case28,1,2290.76
case28,1,2288.62
case28,1,2289.81
case28,1,2288.21
case28,1,2289.83
case28,1,2289.75
case28,1,2288.12
case28,1,2289.38
case28,1,2290.27
case28,1,2288.88
case28,1,2289.48
case28,1,2289.71
case28,1,2215.72
case28,1,2223.92
case28,1,2233.05
case28,1,2237.14
case28,1,2241.27
case28,1,2241.07
case28,1,2244.79
case28,1,2246.04
case28,1,2247.51
case28,1,2260.23
case28,1,2262.67
case28,1,2262.27
case28,1,2266.17
case28,1,2266.05
case28,1,2267.22
case28,1,2268.06
case28,1,2275.62
case28,1,2278.84
case28,1,2278.33
case28,1,2280.29
case28,1,2280.23
case28,1,2279.97
case28,1,2280.93
case28,1,2280.16
case28,1,2281.51
case28,1,2281.47
case28,1,2280.5
case28,1,2281.56
case28,1,2281.42
case28,1,2282.51
case28,1,2281.21
case28,1,2284.72
case28,1,2284.83
case28,1,2283.95
case28,1,2283.89
case28,1,2285.61
case28,1,2284.54
case28,1,2285.46
case28,1,2284.87
case28,1,2285.73
case28,1,2287.51
case28,1,2286.02
case28,1,2285.23
case28,1,2286.05
case28,1,2284.97
case28,1,2288.67
case28,1,2287.99
case28,1,2286.27
case28,1,2288.16
case28,1,2288.03
case28,1,2288.97
case28,1,2288.47
case28,1,2286.09
case28,1,2287.01
case28,1,2288.01
case28,1,2288.66
case28,1,2289.71
case28,1,2288.28
case28,1,2287.93
case28,1,2288.29
case28,1,2288.65
case28,1,2288.53
case28,1,2288.01
case28,1,2288.45
case28,1,2287.63
case28,1,2288.56
case28,1,2289.64
case28,1,2290.35
case28,1,2287.57
case28,1,2287.96
case28,1,2289.57
case28,1,2289.28
case28,1,2289.05
case28,1,2290.25
case28,1,2288.94
case28,1,2290.82
case28,1,2289.43
case28,1,2289.76
case28,1,2290.33
case28,1,2289.86
case28,1,2289.95
case28,1,2289.81
case28,1,2289.46
case28,1,2290.21
case28,1,2289.75
case28,1,2290.04
case28,1,2289.44
case28,1,2288.94
case28,1,2289.1
case28,1,2289.93
case28,1,2289.58
case28,1,2290.6
case28,1,2289.94
case28,1,2288.59
case28,1,2289.69
case28,1,2290.36
case28,1,2288.91
case28,1,2289.5
case28,1,2290.06
case28,1,2289.35
case25,3,2288.73
case25,3,2293.56
case25,3,2294.37
case25,3,2295.37
case25,3,2295.67
case25,3,2295.37
case25,3,2295.85
case25,3,2300.17
case25,3,2301.61
case25,3,2303.49
case25,3,2307.38
case25,3,2310.76
case25,3,2311.5
case25,3,2311.31
case25,3,2312.09
case25,3,2313.47
case25,3,2312.96
case25,3,2315.39
case25,3,2315.3
case25,3,2316.22
case25,3,2316.66
case25,3,2315.44
case25,3,2315.42
case25,3,2316.27
case25,3,2317.65
case25,3,2316.88
case25,3,2317.79
case25,3,2317.45
case25,3,2317.2
case25,3,2317.95
case25,3,2317.28
case25,3,2316.85
case25,3,2317.13
case25,3,2318.5
case25,3,2317.34
case25,3,2317.16
case25,3,2317.26
case25,3,2316.94
case25,3,2317.49
case25,3,2317.93
case25,3,2317.01
case25,3,2317.98
case25,3,2318.56
case25,3,2317.01
case25,3,2317.25
case25,3,2318.11
case25,3,2317.47
case25,3,2317.48
case25,3,2316.88
case25,3,2316.8
case25,3,2317.46
case25,3,2317.25
case25,3,2317.66
case25,3,2318.55
case25,3,2318.45
case25,3,2317.39
case25,3,2317.63
case25,3,2317.78
case25,3,2318.38
case25,3,2318.26
case25,3,2318.03
case25,3,2318.35
case25,3,2318.58
case25,3,2319.12
case25,3,2318.65
case25,3,2317.76
case25,3,2317.92
case25,3,2318.45
case25,3,2317.88
case25,3,2317.59
case25,3,2318.69
case25,3,2317.53
case25,3,2317.64
case25,3,2317.99
case25,3,2318.34
case25,3,2318.76
case25,3,2318.7
case25,3,2317.74
case25,3,2317.9
case25,3,2317.45
case25,3,2318.7
case25,3,2318.74
case25,3,2319.08
case25,3,2318.45
case25,3,2317.83
case25,3,2317.45
case25,3,2318.19
case25,3,2317.8
case25,3,2316.82
case25,3,2318.01
case25,3,2318.46
case25,3,2319.05
case25,3,2317.63
case25,3,2317.9
case25,3,2318.04
case25,3,2317.63
case25,3,2318.47
case25,3,2318.01
case25,3,2317.28
case25,3,2317.53
case25,3,2252.01
case25,3,2266.83
case25,3,2269.37
case25,3,2272.28
case25,3,2273.65
case25,3,2283.55
case25,3,2287.89
case25,3,2292.55
case25,3,2294.59
case25,3,2295.4
case25,3,2297.98
case25,3,2312
case25,3,2313.63
case25,3,2316.58
case25,3,2318.33
case25,3,2318.44
case25,3,2325.22
case25,3,2331.99
case25,3,2333.88
case25,3,2336.89
case25,3,2338.77
case25,3,2340.59
case25,3,2342.94
case25,3,2341.87
case25,3,2352.65
case25,3,2354.64
case25,3,2357.34
case25,3,2356.96
case25,3,2361.11
case25,3,2358.25
case25,3,2361.63
case25,3,2361.4
case25,3,2360.6
case25,3,2359.8
case25,3,2360.28
case25,3,2358.76
case25,3,2357.92
case25,3,2357.23
case25,3,2356.63
case25,3,2354.94
case25,3,2354.5
case25,3,2354.37
case25,3,2353.8
case25,3,2349.41
case25,3,2349.3
case25,3,2345.02
case25,3,2340.32
case25,3,2340.71
case25,3,2340.52
case25,3,2341.08
case25,3,2336.62
case25,3,2336.69
case25,3,2337.05
case25,3,2336.96
case25,3,2336.51
case25,3,2337.09
case25,3,2337.16
case25,3,2337.26
case25,3,2337.32
case25,3,2332.54
case25,3,2332.89
case25,3,2331.07
case25,3,2330.39
case25,3,2330.63
case25,3,2330.54
case25,3,2330.86
case25,3,2330.79
case25,3,2331.47
case25,3,2331.36
case25,3,2331.48
case25,3,2330.08
case25,3,2330.79
case25,3,2330.85
case25,3,2329
case25,3,2330.39
case25,3,2331.03
case25,3,2329.52
case25,3,2329.45
case25,3,2330.58
case25,3,2328.96
case25,3,2329.32
case25,3,2329.16
case25,3,2328.93
case25,3,2329.49
case25,3,2329.44
case25,3,2330.33
case25,3,2329.88
case25,3,2330.18
case25,3,2330.7
case25,3,2328.76
case25,3,2328.72
case25,3,2330.83
case25,3,2328.63
case25,3,2329.65
case25,3,2329.69
case25,3,2329.96
case25,3,2329.71
case25,3,2330.22
case25,3,2330.44
case25,3,2329.18
case22,0,2243.6
case22,0,2259.11
case22,0,2266.22
case22,0,2267.32
case22,0,2271.42
case22,0,2266.49
case22,0,2278.88
case22,0,2275.68
case22,0,2290.53
case22,0,2289.6
case22,0,2290.62
case22,0,2292.36
case22,0,2306.91
case22,0,2308.17
case22,0,2309.2
case22,0,2313.77
case22,0,2312.57
case22,0,2330.14
case22,0,2330.85
case22,0,2331.13
case22,0,2331.11
case22,0,2332.76
case22,0,2334.59
case22,0,2338.76
case22,0,2337.7
case22,0,2337.09
case22,0,2337.43
case22,0,2341.98
case22,0,2342.56
case22,0,2342.07
case22,0,2342.15
case22,0,2341.23
case22,0,2339.78
case22,0,2339.12
case22,0,2338.38
case22,0,2337.52
case22,0,2336.23
case22,0,2335.55
case22,0,2336.21
case22,0,2336.31
case22,0,2336.21
case22,0,2336.74
case22,0,2336.39
case22,0,2336.19
case22,0,2336.38
case22,0,2336.02
case22,0,2336.1
case22,0,2336.28
case22,0,2336.69
case22,0,2329.76
case22,0,2329.57
case22,0,2330.26
case22,0,2330.38
case22,0,2329.13
case22,0,2329
case22,0,2328.72
case22,0,2329.68
case22,0,2329.37
case22,0,2327.78
case22,0,2325.72
case22,0,2329.55
case22,0,2328.68
case22,0,2328.35
case22,0,2328.79
case22,0,2328.43
case22,0,2329.03
case22,0,2328.96
case22,0,2327.51
case22,0,2327.91
case22,0,2329.43
case22,0,2328.98
case22,0,2328.55
case22,0,2328.5
case22,0,2328.49
case22,0,2328.83
case22,0,2329.31
case22,0,2327.47
case22,0,2326.43
case22,0,2328.51
case22,0,2328.53
case22,0,2323.37
case22,0,2327.57
case22,0,2325.91
case22,0,2327.91
case22,0,2327.49
case22,0,2328.91
case22,0,2329.11
case22,0,2329.33
case22,0,2329.01
case22,0,2327.36
